2018-08-09 12:10:06,045 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 17:21:57,673 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:21:57,673 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:21:59,682 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:21:59,695 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:21:59,696 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:21:59,760 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:21:59,761 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:21:59,762 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:01,771 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:01,781 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:01,783 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:01,809 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:01,810 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:01,811 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:03,820 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:03,831 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:03,832 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:03,858 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:03,859 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:03,860 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:05,866 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:22:05,875 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:05,876 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:05,912 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:05,913 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:05,913 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:07,922 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:07,932 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:07,933 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:07,972 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:07,973 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:07,973 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:09,986 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:09,993 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:09,994 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:10,024 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:10,024 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:10,025 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:12,035 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:12,041 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:12,042 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:12,088 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:12,089 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:12,090 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:14,102 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:14,112 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:14,113 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:14,140 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:14,142 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:14,142 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:16,148 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:16,155 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:16,156 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:16,179 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:16,180 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:16,180 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:18,183 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:22:18,195 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:18,195 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:18,238 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:18,239 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:18,239 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:20,261 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:20,265 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:20,265 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:20,280 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:20,281 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:20,281 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:22,289 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:22,299 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:22,300 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:22,326 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:22,326 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:22,327 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:24,335 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:24,348 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:24,348 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:24,401 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:24,402 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:24,402 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:26,416 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:26,426 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:26,427 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:26,453 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:26,454 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:26,455 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:28,463 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:28,474 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:28,475 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:28,508 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:28,508 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:28,509 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:30,513 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:22:30,532 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:30,534 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:30,592 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:30,594 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:30,595 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:32,603 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:32,612 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:32,613 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:32,652 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:32,653 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:32,653 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:34,663 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:34,674 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:34,675 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:34,698 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:34,699 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:34,700 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:36,705 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:36,712 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:36,713 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:36,729 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:36,730 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:36,730 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:38,742 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:38,749 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:38,750 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:38,785 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:38,786 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:38,786 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:40,793 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:40,802 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:40,803 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:40,823 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:40,824 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:40,825 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:42,830 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:22:42,844 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:42,845 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:42,930 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:42,931 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:42,932 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:44,965 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:44,986 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:44,988 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:45,106 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:45,107 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:45,107 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:47,123 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:47,129 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:47,129 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:47,150 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:47,150 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:47,150 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:49,158 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:49,163 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:49,164 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:49,178 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:49,178 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:49,179 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:51,183 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:51,185 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:51,185 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:51,198 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:51,198 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:51,198 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:53,210 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:53,224 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:53,226 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:53,278 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:53,279 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:53,280 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:55,291 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:22:55,300 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:55,300 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:55,444 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:55,444 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:55,445 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:57,465 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:57,470 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:57,470 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:57,491 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:57,492 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:57,492 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:22:59,498 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:59,508 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:22:59,508 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:22:59,542 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:22:59,542 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:22:59,543 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:23:06,425 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 17:23:06,448 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:06,449 [INFO   ] local-test13 >> you've changed run_max_count, set a clean start
2018-08-09 17:23:06,449 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:23:06,473 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:23:06,474 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:23:06,474 [INFO   ] local-test13 >> Gather info before kill using the same connection START
2018-08-09 17:23:06,474 [DEBUG  ] local-test13 >> Get 'show full processlist' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 17:23:06,476 [DEBUG  ] local-test13 >> Get 'innodb_lock_waits' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 17:23:06,480 [DEBUG  ] local-test13 >> Get 'show engine innodb status' to: D:\deploy\test3\mykill\\snapshot_local-test13.txt
2018-08-09 17:23:08,621 [INFO   ] local-test13 >> Email sending succeed:slow_query
2018-08-09 17:23:08,653 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:23:10,666 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:10,676 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:10,677 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:23:10,744 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:23:10,745 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:23:10,746 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:23:12,758 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:12,766 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:12,767 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:23:12,782 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:23:12,783 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:23:12,783 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:23:14,788 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:14,793 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:14,793 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:23:14,808 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:23:14,809 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:23:14,809 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:23:16,816 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:16,822 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:16,823 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:23:16,855 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:23:16,856 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:23:16,857 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:23:18,866 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:18,878 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:18,879 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:23:18,916 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:23:18,917 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:23:18,918 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:23:20,927 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:23:20,933 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:20,934 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:23:20,952 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:23:20,953 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:23:20,953 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:23:22,958 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:23:22,963 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
